Black,BlackElo,BlackRatingDiff,Event,Opening,Result,Site,Termination,TimeControl,White,WhiteElo,WhiteRatingDiff,Eval,WinElo,EloDiff
kchondo,1593,-6,Rated Classical game,King's Gambit Accepted,1,https://lichess.org/TK8G70iZ,Normal,300+8,acer,1773,+6,84,1593,180
Roque,1634,+11,Rated Classical game,Danish Gambit,0,https://lichess.org/vt1aAauR,Time forfeit,300+5,Rumeye,1658,-11,36,1634,24
JeSuisEnEchec,1244,-12,Rated Blitz game,Philidor Defense #2,1,https://lichess.org/5XhJ19W9,Time forfeit,420+0,tls1812,1226,+11,-74,1244,-18
peyman-7,1399,+12,Rated Classical game,King's Pawn Game,0,https://lichess.org/Z8m9pYEy,Normal,1200+10,trx,1376,-20,348,1399,-23
sleinb,1568,+2,Rated Classical game,Philidor Defense #2,0,https://lichess.org/1irbYJIP,Normal,480+8,morochia,1167,-3,50,1568,-401
galita,1298,-8,Rated Bullet game,Philidor Defense #2,1,https://lichess.org/CvguPOiZ,Normal,60+1,vika-5,1381,+8,224,1298,83
KTtris,1725,+8,Rated Blitz game,Bishop's Opening,0,https://lichess.org/6ZHGk7T3,Normal,300+0,GIL180363,1659,-9,-13,1725,-66
juliocrv,1701,+9,Rated Blitz tournament https://lichess.org/tournament/SQSpfQ3l,London System,0,https://lichess.org/JcHZ9zOI,Time forfeit,300+0,tigr1962,1614,-9,16,1701,-87
cleoplatre,1524,-13,Rated Classical game,King's Pawn Game,1,https://lichess.org/foQAvvhc,Normal,480+0,yasim,1440,+14,43,1524,-84
yuraust,1913,-10,Rated Bullet game,Caro-Kann Defense,1,https://lichess.org/4yvbv7Wu,Normal,60+1,bardamu35,1930,+11,65,1913,17
laloli,1331,-7,Rated Blitz game,Queen's Pawn Game,1,https://lichess.org/jOe1OyKR,Normal,180+0,OH_IO,1582,+5,109,1331,251
Dcollins,1792,+5,Rated Blitz game,Polish Opening,0,https://lichess.org/NF4zkoXM,Time forfeit,300+3,toronga123,1556,-5,-2,1792,-236
mark28_biedermann,2144,-8,Rated Blitz game,English Opening,1,https://lichess.org/9zg5KApg,Normal,180+0,hyudga,2235,+8,39,2144,91
edsonlobo,1696,-4,Rated Classical game,Caro-Kann Defense,1,https://lichess.org/2a5C5Gnd,Normal,600+1,Tonkata123,1952,+5,26,1696,256
GATOFELIX,1746,+11,Rated Classical game,Sicilian Defense,0,https://lichess.org/pXmE6CM8,Normal,600+0,guidoune,1740,-11,-10,1746,-6
cercliste,1534,+5,Rated Blitz game,English Opening,0,https://lichess.org/gHZf8nWU,Normal,420+0,joueetnuit,1309,-5,-30,1534,-225
safo,1252,-34,Rated Blitz game,Pirc Defense #2,1,https://lichess.org/m1PMUHbI,Time forfeit,300+0,Cocomo,1239,+12,455,1252,-13
grasshopper,1794,+9,Rated Blitz tournament https://lichess.org/tournament/SQSpfQ3l,Caro-Kann Defense,0,https://lichess.org/RNnJ0sjO,Normal,300+0,Jaume19,1694,-8,42,1794,-100
hazael,1935,-13,Rated Classical game,Van't Kruijs Opening,1,https://lichess.org/kzsCpPGW,Time forfeit,120+12,B556,1841,+57,0,1935,-94
mime45,1599,+6,Rated Blitz game,Sicilian Defense,0,https://lichess.org/p9TK0jcv,Time forfeit,300+0,mne__povezlo,1349,-5,-23,1599,-250
Aurorachess58,1812,+6,Rated Bullet tournament https://lichess.org/tournament/aSLrCgj2,French Defense,0,https://lichess.org/cwrnB3nr,Time forfeit,60+0,helmutLipfert6,1594,-6,-11,1812,-218
luiguimon0305,1578,-44,Rated Blitz game,Philidor Defense,1,https://lichess.org/OMI50n09,Normal,180+0,misaaa,1746,+5,37,1578,168
hagitragger,1238,-3,Rated Classical game,Philidor Defense #3,1,https://lichess.org/41kunQk3,Normal,1200+0,mundistrul,1643,+2,,1238,405
curiousjoe,1497,-8,Rated Blitz game,Philidor Defense #3,1,https://lichess.org/mzqQKC00,Normal,300+0,Perfectionisttt,1576,+9,33,1497,79
juanelo333,1768,+14,Rated Classical game,King's Gambit Accepted,0,https://lichess.org/f8z902Pu,Normal,600+5,I_will_Dominate,1874,-13,127,1768,106
Gerrinson,1371,+3,Rated Blitz game,Kadas Opening,0,https://lichess.org/Qq6ouQOk,Normal,300+2,tlewis,1055,-14,-421,1371,-316
Murderinlaw,1692,+9,Rated Bullet game,Queen's Pawn,0,https://lichess.org/0AyMocJQ,Normal,0+2,falanx,1624,-9,211,1692,-68
domhabs,1444,-12,Rated Classical game,King's Pawn Game,1,https://lichess.org/mg0mNotW,Time forfeit,300+15,hernype,1433,+11,11,1444,-11
funchess921,1568,+16,Rated Classical game,English Opening,0,https://lichess.org/4hM8su8Z,Normal,900+0,Ghostx,1742,-30,165,1568,174
zvakht,2287,+2,Rated Bullet game,Sicilian Defense,0,https://lichess.org/K2GDhnp9,Normal,60+0,subteacher,1879,-2,-95,2287,-408
bombozik,1719,-9,Rated Bullet game,French Defense,1,https://lichess.org/OXiPAOhb,Time forfeit,60+0,Zzorro,1742,+10,-29,1719,23
tlewis,1041,-12,Rated Blitz game,Benoni Defense,1,https://lichess.org/LkslFZ2j,Time forfeit,300+2,Gerrinson,1374,+4,882,1041,333
Prefierolasdamas,1136,-15,Rated Blitz game,King's Knight Opening,1,https://lichess.org/zqmZ1foN,Normal,420+0,Ice_Occultism,1037,+70,0,1136,-99
grubert10,1531,+8,Rated Classical game,King's Knight Opening,0,https://lichess.org/8ADsOj1I,Normal,300+8,fika,1441,-9,235,1531,-90
galita,1290,+12,Rated Bullet game,Pirc Defense #4,0,https://lichess.org/iJnaCxiB,Time forfeit,60+1,joriskarl,1414,-136,-214,1290,124
vika-5,1389,-8,Rated Bullet game,Modern Defense,1,https://lichess.org/rkTyG5rU,Normal,0+3,Calisto,1470,+8,34,1389,81
hamouchka,1187,+0,Rated Blitz tournament https://lichess.org/tournament/SQSpfQ3l,Philidor Defense,1,https://lichess.org/gZ8ZWZHa,Normal,300+0,uluncha,1996,+0,499,1187,809
toba_nomade,1341,+6,Rated Classical game,Queen's Gambit Accepted,0,https://lichess.org/l7MaWswc,Normal,300+8,carlo182,1155,-7,-39,1341,-186
chico202000,1630,+0,Rated Blitz game,Scotch Game,2,https://lichess.org/jkEQgsr4,Normal,240+2,pelao,1609,+1,40,1630,-21
protagonic,1715,+7,Rated Classical game,Caro-Kann Defense,0,https://lichess.org/PhWP9BQv,Normal,300+8,Gammafunction,1588,-10,0,1715,-127
Sheva_7,1441,-7,Rated Classical game,King's Pawn Game,1,https://lichess.org/DMWfsNpw,Time forfeit,480+1,--o-o-o--,1540,+9,-213,1441,99
Annibal,1875,-12,Rated Blitz game,Scotch Game,1,https://lichess.org/8zy44jos,Normal,300+0,Johaquimov,1854,+11,108,1875,-21
worldsonfire,1863,+9,Rated Blitz game,Old Indian Defense,0,https://lichess.org/GBtfTCoI,Normal,180+2,Chebyschev,1799,-9,-17,1863,-64
nazaki1234,2083,+7,Rated Bullet game,Bird Opening,0,https://lichess.org/bRjRomwN,Normal,60+0,djin,1945,-7,-46,2083,-138
thepaintrain,1500,-196,Rated Bullet game,Philidor Defense,1,https://lichess.org/p6YnWIEV,Normal,120+1,Johpress,1461,+8,378,1500,-39
Aleks_Chess,1618,-4,Rated Blitz game,Benko Gambit,1,https://lichess.org/nVcJv7xx,Normal,300+0,diegochar,1857,+5,25,1618,239
hydari,1925,-14,Rated Classical game,Borg Defense,1,https://lichess.org/nhVr8h1c,Normal,600+8,borczon,1863,+13,152,1925,-62
subteacher,1877,-2,Rated Bullet game,Semi-Slav Defense,1,https://lichess.org/Imk6ZwFs,Normal,60+0,zvakht,2289,+2,32,1877,412
falanx,1615,-8,Rated Bullet game,Gedult's Opening,1,https://lichess.org/XbnHF8r7,Time forfeit,0+2,Murderinlaw,1701,+8,-105,1615,86
mirumen,1582,-11,Rated Blitz game,Italian Game,1,https://lichess.org/HsyWjiOZ,Normal,300+2,buka,1563,+11,62,1582,-19
williamchenmodafoka,1256,-10,Rated Classical game,Sicilian Defense,1,https://lichess.org/lMePD33Q,Normal,600+8,GoldGuardian123,1285,+42,449,1256,29
kishomat,1577,-10,Rated Classical game,Polish Opening,1,https://lichess.org/cEHEnNZo,Normal,300+5,fantantric,1631,+9,23,1577,54
Gammafunction,1578,+21,Rated Classical game,Queen's Gambit Accepted,0,https://lichess.org/uMV9zbYj,Normal,300+8,protagonic,1722,-15,42,1578,144
patrick03,1559,+4,Rated Bullet tournament https://lichess.org/tournament/aSLrCgj2,Philidor Defense #2,0,https://lichess.org/fcm6Relo,Time forfeit,60+0,laloli,1315,-6,751,1559,-244
galita,1302,+10,Rated Bullet game,Van Geet Opening,0,https://lichess.org/Rcg2Oysy,Time forfeit,60+1,VishyFan,1286,-10,11,1302,-16
yincao,1335,-5,Rated Blitz game,Queen's Pawn Game,1,https://lichess.org/t8kaVoNm,Normal,180+0,OH_IO,1587,+5,736,1335,252
caballomanco,1760,-5,Rated Blitz tournament https://lichess.org/tournament/SQSpfQ3l,French Defense,1,https://lichess.org/UChb9wtK,Normal,300+0,uluncha,1996,+6,126,1760,236
Zzorro,1752,-2,Rated Bullet game,Queen's Pawn Game #2,2,https://lichess.org/X8ge7tPA,Normal,60+0,bombozik,1710,+1,66,1752,-42
mundistrul,1645,-10,Rated Classical game,Englund Gambit,1,https://lichess.org/ypw168SB,Normal,300+8,pedr,1500,+262,-424,1645,-145
Jeverett91,1652,-7,Rated Blitz game,Danish Gambit,1,https://lichess.org/BlNL9xHU,Normal,180+0,frasta,1794,+11,807,1652,142
KB5252,1514,-19,Rated Classical game,King's Pawn Game,1,https://lichess.org/3WfrbmqQ,Normal,480+0,juniorbr21,1314,+20,98,1514,-200
Murderinlaw,1709,+8,Rated Bullet game,Old Benoni Defense,0,https://lichess.org/lNgHtF5s,Normal,0+2,falanx,1607,-8,-34,1709,-102
GeorgeAlexanderOz,1655,+7,Rated Bullet game,Pirc Defense,0,https://lichess.org/8dHc46Js,Normal,120+0,rookmanship,1515,-7,76,1655,-140
anjos,1384,+9,Rated Classical game,Scandinavian Defense,0,https://lichess.org/1tva2u7b,Normal,300+8,lSentenzal,1314,-15,106,1384,-70
SenatorDakotaFanning,1813,+11,Rated Blitz game,Dutch Defense,0,https://lichess.org/cSk0G7TM,Time forfeit,180+2,mpf01,1796,-10,45,1813,-17
Smok,1461,+6,Rated Blitz game,Four Knights Game,0,https://lichess.org/2o2XRWv5,Normal,420+0,tls1812,1237,-5,-50,1461,-224
zvakht,2291,+2,Rated Bullet game,Sicilian Defense,0,https://lichess.org/obPxb1Fq,Normal,60+0,subteacher,1875,-2,113,2291,-416
Prefierolasdamas,1121,+19,Rated Blitz game,English Opening,0,https://lichess.org/XXdEGWMG,Normal,420+0,HarvLRev,1289,-17,197,1121,168
morroscamello,2006,+9,Rated Bullet game,French Defense,0,https://lichess.org/BSHZT2Ss,Time forfeit,60+0,djin,1938,-9,45,2006,-68
hagitragger,1235,-8,Rated Classical game,Bird Opening,1,https://lichess.org/3zv6eg8Q,Normal,1200+0,qorz,1372,+8,394,1235,137
thepaintrain,1427,-55,Rated Blitz game,Queen's Gambit Accepted,1,https://lichess.org/CrATAqIk,Normal,180+3,Plumbico,1372,+12,-92,1427,-55
bombozik,1711,+11,Rated Bullet game,Pirc Defense #4,0,https://lichess.org/ABGrayMS,Time forfeit,60+0,Zzorro,1750,-11,12,1711,39
tabelatabela,1727,-6,Rated Blitz game,Scandinavian Defense,1,https://lichess.org/cN9gAXeU,Normal,180+3,Yaqirah,1887,+6,65,1727,160
patrick03,1563,-4,Rated Bullet tournament https://lichess.org/tournament/aSLrCgj2,King's Pawn Game,1,https://lichess.org/e1Ihm2hB,Time forfeit,60+0,Aurorachess58,1818,+4,30,1563,255
glauch,1452,-4,Rated Classical game,Horwitz Defense,1,https://lichess.org/2lOLMd4I,Time forfeit,600+0,bonkar,1725,+4,-49,1452,273
jaybird,1730,+13,Rated Classical game,English Opening,0,https://lichess.org/XuUOwgFt,Normal,900+0,Mamiraua,1835,-80,44,1730,105
CanardFou,1223,+6,Rated Blitz game,French Defense,0,https://lichess.org/MXpzGjY0,Normal,60+3,Ice_Occultism,1015,-23,92,1223,-208
Z04,1500,-246,Rated Classical game,Blackmar-Diemer Gambit,1,https://lichess.org/w4UCAUqO,Normal,300+8,trx,1376,+18,-128,1500,-124
helmutLipfert6,1588,+5,Rated Bullet tournament https://lichess.org/tournament/aSLrCgj2,Sicilian Defense #2,0,https://lichess.org/5SIvAkJ1,Time forfeit,60+0,laloli,1309,-5,42,1588,-279
hyudga,2243,+7,Rated Blitz game,Pirc Defense,0,https://lichess.org/4CqKSxzA,Time forfeit,180+0,mark28_biedermann,2136,-7,30,2243,-107
sbnsk,1915,+3,Rated Classical game,Tarrasch Defense,0,https://lichess.org/TCTw85p1,Normal,2400+8,Jaaaaaaaake,1287,-1,30,1915,-628
protagonic,1707,+8,Rated Classical game,Nimzowitsch Defense,0,https://lichess.org/kiXL3yZV,Normal,300+8,Gammafunction,1599,-11,-43,1707,-108
diego1234512345-,1759,-6,Rated Classical game,Nimzo-Larsen Attack,1,https://lichess.org/ZpEIQH9y,Normal,1200+10,acetaminophen,1915,+6,-35,1759,156
worldsonfire,1872,+13,Rated Blitz game,King's Pawn Game,0,https://lichess.org/0GGDkce6,Time forfeit,180+2,Tingolt,1934,-16,50,1872,62
dannyflack,1290,+3,Rated Classical game,Ware Defense,0,https://lichess.org/qFeWs3qj,Normal,300+5,ardue,976,-3,50,1290,-314
misaaa,1751,+5,Rated Blitz game,French Defense,0,https://lichess.org/19vwTpFp,Time forfeit,180+0,luiguimon0305,1534,-31,5,1751,-217
pachamama,2137,+6,Rated Classical game,Italian Game,0,https://lichess.org/orsVLPnU,Normal,300+8,Kapsarov,1933,-5,88,2137,-204
Muschicat,1813,-6,Rated Blitz game,Ruy Lopez,1,https://lichess.org/LOgA602G,Normal,300+0,BND,1976,+6,62,1813,163
Jemo,1697,-8,Rated Blitz game,Rat Defense,1,https://lichess.org/AgWZiw2J,Normal,180+0,frasta,1805,+13,84,1697,108
Richard10,1631,+2,Rated Blitz game,Ruy Lopez,0,https://lichess.org/6FLKgpGz,Time forfeit,180+0,fluorescenza,1236,-3,75,1631,-395
GeorgeAlexanderOz,1662,+6,Rated Bullet game,Pirc Defense #4,0,https://lichess.org/bCMXb5XL,Time forfeit,0+3,Calisto,1478,-5,33,1662,-184
ChessPoker,1677,-9,Rated Blitz tournament https://lichess.org/tournament/SQSpfQ3l,Scandinavian Defense,1,https://lichess.org/nfrjYUqm,Normal,300+0,benpig,1787,+8,0,1677,110
mrpleasant,1359,-15,Rated Blitz game,Van Geet Opening,1,https://lichess.org/x1vOjCXp,Normal,360+0,chessmen,1228,+15,136,1359,-131
INTIWATANA,1680,+19,Rated Blitz tournament https://lichess.org/tournament/SQSpfQ3l,Englund Gambit Complex,0,https://lichess.org/MRnLtW6b,Normal,300+0,avo1948,1744,-14,-443,1680,64
subteacher,1873,-2,Rated Bullet game,Caro-Kann Defense,1,https://lichess.org/K02pNefN,Normal,60+0,zvakht,2293,+2,74,1873,420
Nomadic_George,1630,+1,Rated Classical game,King's Pawn Game,0,https://lichess.org/sNjT9ngF,Normal,180+10,joriskarl,1097,-2,-11,1630,-533
nikolay_pavlov,1823,+3,Rated Blitz game,Dutch Defense,0,https://lichess.org/d6AA3OVt,Time forfeit,240+2,DDMM,1475,-3,-27,1823,-348
KTtris,1733,-13,Rated Blitz game,Philidor Defense,1,https://lichess.org/nppd2d84,Normal,300+0,Jeverett91,1645,+14,96,1733,-88
falanx,1599,-10,Rated Bullet game,Bird Opening,1,https://lichess.org/mbWYLE6y,Normal,0+1,aslk,1625,+9,432,1599,26
leninas,1690,-10,Rated Blitz game,King's Knight Opening,1,https://lichess.org/gGMzUeR9,Normal,300+0,URIAHURIAH,1712,+10,-56,1690,22
abaza,1651,-11,Rated Classical game,Rat Defense,1,https://lichess.org/zRNQQplS,Normal,600+6,Kostya1983,1648,+12,141,1651,-3
nicksart,1503,+14,Rated Blitz game,French Defense #2,0,https://lichess.org/YXEc1yUw,Normal,240+1,chico202000,1630,-15,-186,1503,127
Johpress,1469,+1,Rated Blitz game,Scotch Game,2,https://lichess.org/by8gwPCE,Normal,60+3,Omnius,1500,-16,265,1469,31
aslk,1634,-11,Rated Bullet game,English Defense #2,1,https://lichess.org/LXQyE1ok,Normal,0+1,falanx,1589,+12,116,1634,-45
yincao,1330,+18,Rated Blitz game,Scandinavian Defense,0,https://lichess.org/nvOnrA36,Normal,420+0,cercliste,1539,-17,38,1330,209
Amiir,1590,+4,Rated Blitz game,Philidor Defense,0,https://lichess.org/OYwNteJ0,Time forfeit,420+0,PedroMarhaJimenez,1202,-2,83,1590,-388
jrui,1102,-3,Rated Blitz game,Scandinavian Defense,1,https://lichess.org/f15V26cM,Normal,300+0,kikilin_network,1436,+6,60,1102,334
besieger,1349,+5,Rated Classical game,Italian Game,0,https://lichess.org/fTMmT7y8,Normal,780+0,Golderberg,1120,-26,37,1349,-229
Zzorro,1739,+10,Rated Bullet game,Queen's Pawn Game,0,https://lichess.org/gn0qoMBz,Time forfeit,60+0,bombozik,1722,-9,-1,1739,-17
benpig,1795,-16,Rated Blitz tournament https://lichess.org/tournament/SQSpfQ3l,Sicilian Defense,1,https://lichess.org/KA6y1bna,Normal,300+0,Jaume19,1686,+14,213,1795,-109
Process,1784,-13,Rated Bullet game,Slav Defense #3,1,https://lichess.org/WpWnUDUZ,Normal,120+1,newslon,1691,+16,51,1784,-93
morroscamello,2015,-19,Rated Bullet game,French Defense,1,https://lichess.org/7gseva1X,Normal,0+2,Murderinlaw,1717,+18,48,2015,-298
dadekendall,1500,-233,Rated Classical game,Ruy Lopez,1,https://lichess.org/8JyWD5Y0,Normal,900+5,LH-Maverick,1398,+9,23,1500,-102
andrestoro001,1884,+15,Rated Blitz game,Pirc Defense #5,0,https://lichess.org/C5ApXMON,Time forfeit,60+4,amayak,2043,-15,9,1884,159
nazaki1234,2090,-16,Rated Bullet game,Van't Kruijs Opening,1,https://lichess.org/6ag7NgUz,Time forfeit,60+0,djin,1929,+16,32,2090,-161
Bogdan_271051,1581,+9,Rated Classical game,Scotch Game,0,https://lichess.org/1u0DM4UZ,Time forfeit,600+0,tiosaulo,1490,-8,31,1581,-91
theoldiniquity,1556,-13,Rated Classical game,Queen's Gambit Accepted,1,https://lichess.org/R35QHVq6,Normal,420+10,RechChess,1527,+12,23,1556,-29
humb,1683,+16,Rated Classical game,French Defense,0,https://lichess.org/WKRmGQm4,Normal,900+0,Maluma,1925,-129,-27,1683,242
falanx,1601,-10,Rated Bullet game,English Opening,1,https://lichess.org/T3USWihD,Time forfeit,0+1,aslk,1623,+9,-17,1601,22
pdhaag,1479,-14,Rated Classical game,French Defense,1,https://lichess.org/9620cl7Y,Normal,300+5,Carlozzo79,1372,+15,246,1479,-107
Fmxxx,1913,-12,Rated Blitz game,Queen's Indian Defense,1,https://lichess.org/5MzyCwR6,Time forfeit,300+4,JeffChess,1860,+13,51,1913,-53
zvakht,2295,+3,Rated Bullet game,Sicilian Defense,0,https://lichess.org/YFN5KASt,Normal,60+0,subteacher,1871,-3,-32,2295,-424
BND,1982,-16,Rated Blitz game,Bishop's Opening,1,https://lichess.org/fXRDqja9,Time forfeit,300+0,Muschicat,1807,+17,-87,1982,-175
LogicallyCompromised,1559,-10,Rated Blitz game,Indian Game,1,https://lichess.org/2fvj6ttv,Time forfeit,180+0,OH_IO,1592,+10,200,1559,33
SHARKYBOYaops,1536,+3,Rated Bullet tournament https://lichess.org/tournament/aSLrCgj2,King's Gambit Accepted,0,https://lichess.org/2Wd6cFfp,Time forfeit,60+0,mix55,1102,-17,7,1536,-434
vika-5,1381,+7,Rated Bullet game,King's Indian Defense,0,https://lichess.org/kmX0dvqW,Normal,120+1,VishyFan,1276,-8,72,1381,-105
mtlben,1449,+5,Rated Classical game,Philidor Defense #2,0,https://lichess.org/ZHlCzuhb,Normal,540+9,rfabian,1227,-5,955,1449,-222
juliokaesar,1569,-7,Rated Classical game,Philidor Defense #3,1,https://lichess.org/Y7DWqMvm,Normal,300+8,RedVaron,1701,+8,46,1569,132
Aurorachess58,1822,+2,Rated Bullet tournament https://lichess.org/tournament/aSLrCgj2,French Defense,0,https://lichess.org/jdsLoKN6,Time forfeit,60+0,laloli,1304,-1,-24,1822,-518
nlz,1327,-21,Rated Blitz game,French Defense,1,https://lichess.org/g9C2OczI,Time forfeit,420+0,kvanvel,995,+28,52,1327,-332
TetaDarija01,1225,-5,Rated Classical game,Queen's Pawn,1,https://lichess.org/yf00SFWO,Normal,600+1,mum-mum,1446,+5,664,1225,221
INTIWATANA,1699,+16,Rated Blitz tournament https://lichess.org/tournament/SQSpfQ3l,Scotch Game,0,https://lichess.org/A7hDCrHe,Time forfeit,300+0,vadimdim,1699,-11,-454,1699,0
psychorealm,1183,+41,Rated Blitz game,King's Pawn Game,0,https://lichess.org/GZ6sd8US,Normal,120+5,tedancheta,1572,-22,172,1183,389
grasshopper,1803,+12,Rated Blitz tournament https://lichess.org/tournament/SQSpfQ3l,Robatsch (Modern) Defense,0,https://lichess.org/fen0bAw2,Normal,300+0,sella,1808,-12,125,1803,5
aslk,1632,+10,Rated Bullet game,English Defense #2,0,https://lichess.org/LQ2uMHcl,Time forfeit,0+1,falanx,1591,-9,140,1632,-41
jani,1373,-8,Rated Bullet game,Queen's Pawn Game,1,https://lichess.org/TBhGsXXS,Time forfeit,0+3,Calisto,1473,+8,153,1373,100
Gerrinson,1374,+6,Rated Blitz game,Queen's Gambit Accepted,0,https://lichess.org/ekZJQUly,Normal,300+2,Evercore,1211,-37,-28,1374,-163
diegochar,1862,+4,Rated Blitz game,English Opening,0,https://lichess.org/ytdg42NP,Time forfeit,300+0,Aleks_Chess,1614,-5,78,1862,-248
mrRingo,1487,-8,Rated Blitz game,Sicilian Defense,1,https://lichess.org/rsQ8qk2m,Normal,300+0,Perfectionisttt,1585,+8,39,1487,98
caballomanco,1755,+11,Rated Blitz tournament https://lichess.org/tournament/SQSpfQ3l,Queen's Gambit Declined,0,https://lichess.org/2CRkmC9j,Time forfeit,300+0,avo1948,1730,-11,7,1755,-25
juliocrv,1710,-4,Rated Blitz tournament https://lichess.org/tournament/SQSpfQ3l,Sicilian Defense,1,https://lichess.org/RQCXhIhJ,Normal,300+0,uluncha,2002,+5,-16,1710,292
bombozik,1713,-10,Rated Bullet game,King's Pawn Game,1,https://lichess.org/zoxDvoiW,Time forfeit,60+0,Zzorro,1749,+9,155,1713,36
carlo182,1148,-6,Rated Classical game,Queen's Gambit Accepted,1,https://lichess.org/m03e5gaf,Time forfeit,300+8,toba_nomade,1347,+6,-116,1148,199
SIKENDER--ALI,1368,-49,Rated Classical game,French Defense,1,https://lichess.org/brP1mOf5,Normal,900+0,Learn123,1499,+7,-34,1368,131
Calisto,1481,+7,Rated Bullet game,Pirc Defense #4,0,https://lichess.org/2dKEXLwU,Normal,0+3,jani,1365,-8,-27,1481,-116
patrick03,1559,-11,Rated Bullet tournament https://lichess.org/tournament/aSLrCgj2,King's Gambit Accepted,1,https://lichess.org/aukghvY4,Normal,60+0,helmutLipfert6,1593,+12,115,1559,34
falanx,1582,-9,Rated Bullet game,Bird Opening,1,https://lichess.org/K7DgKF9M,Time forfeit,0+1,aslk,1642,+8,37,1582,60
laloli,1303,-6,Rated Bullet tournament https://lichess.org/tournament/aSLrCgj2,French Defense,1,https://lichess.org/WqsnFl40,Normal,60+0,patrick03,1548,+5,0,1303,245
nazaki1234,2074,+7,Rated Bullet game,French Defense,0,https://lichess.org/PVUpKAoL,Time forfeit,60+0,djin,1945,-7,19,2074,-129
Clecio,1735,+13,Rated Blitz game,Caro-Kann Defense,0,https://lichess.org/z9c5u0lj,Normal,180+0,frasta,1818,-21,153,1735,83
buka,1574,+10,Rated Blitz game,Ruy Lopez,0,https://lichess.org/Hn7f4KdH,Normal,300+2,mirumen,1571,-10,47,1574,-3
mark28_biedermann,2129,-8,Rated Blitz game,Scandinavian Defense,1,https://lichess.org/VUHaJKlz,Normal,180+0,Smokecraft,2224,+11,42,2129,95
TheY2AProblem,1257,-12,Rated Classical game,King's Pawn Game,1,https://lichess.org/RafZXgRx,Normal,600+0,sayayin,1237,+11,-108,1257,-20
emorycook,1414,+7,Rated Blitz game,French Defense,0,https://lichess.org/WAZTbArw,Normal,300+0,Cocomo,1251,-7,153,1414,-163
R7000,1023,-1,Rated Bullet tournament https://lichess.org/tournament/aSLrCgj2,Alekhine Defense,1,https://lichess.org/HANtyoOM,Time forfeit,60+0,Aurorachess58,1824,+0,75,1023,801
